Close/Last,Volume,Open,High,Low,Day
539.44,4781259,537.83,544.28,535.00,1097
531.79,5386488,533.48,535.00,524.15,1098
534.66,7988683,518.00,536.49,515.82,1099
505.87,4199034,518.72,521.82,504.16,1100
520.65,4088069,506.80,520.99,501.70,1101
503.06,6071165,516.43,526.37,502.70,1102
527.51,8153710,506.03,529.55,503.60,1103
500.03,4634111,492.57,504.63,489.27,1104
493.48,3543193,489.50,496.29,486.53,1105
490.65,4773497,489.11,492.00,477.88,1106
482.88,3769436,474.39,484.87,468.03,1107
473.08,3727201,470.53,477.00,467.82,1108
470.61,3726423,491.04,491.04,469.00,1109
491.17,3482324,489.01,491.82,479.26,1110
487.35,5457539,467.69,487.78,466.32,1111
469.96,6717711,472.51,479.40,458.60,1112
470.20,5379301,475.16,478.40,463.27,1113
483.86,4401412,499.99,504.66,483.31,1114
495.99,5336992,484.00,497.47,481.63,1115
476.26,7359126,480.62,488.99,471.30,1116
482.03,5035200,486.49,493.73,476.81,1117
480.67,6240181,503.35,506.29,478.84,1118
500.19,6848127,519.21,520.00,492.57,1119
507.02,5572684,498.40,522.00,495.00,1120
516.05,8270118,520.18,527.36,485.98,1121
525.75,9071089,545.00,554.00,521.32,1122
552.84,5886930,553.78,556.50,537.37,1123
556.55,9581907,532.60,557.39,532.45,1124
529.56,4941409,521.16,531.99,517.58,1125
523.89,4417517,532.00,539.00,522.00,1126
526.27,9062912,537.78,541.00,521.25,1127
547.53,20373680,492.50,549.04,492.08,1128
490.58,5727721,488.19,492.47,485.09,1129
488.81,4762183,495.44,501.00,483.16,1130
492.31,3921293,496.46,498.13,490.00,1131
497.90,5132480,484.69,498.94,483.89,1132
484.53,3156218,493.93,494.50,483.50,1133
491.87,3505518,484.35,495.30,482.80,1134
482.35,2423545,484.19,486.24,479.10,1135
482.68,2943487,482.82,488.33,480.21,1136
481.33,3008933,478.40,484.45,476.45,1137
475.47,5441243,471.34,482.49,470.18,1138
466.93,7329226,479.75,480.92,466.55,1139
483.38,4691185,493.35,497.46,478.63,1140
494.73,5910348,505.45,508.29,486.68,1141
509.08,3725861,504.11,510.82,498.70,1142
502.11,4313526,508.68,510.10,501.20,1143
509.64,5607968,498.65,510.44,498.65,1144
498.62,5876190,490.86,503.09,490.23,1145
488.88,5924310,488.29,494.80,484.50,1146
485.80,6608569,480.71,488.35,477.51,1147
484.48,6611769,492.25,494.92,484.13,1148
488.51,5986727,496.02,497.79,487.76,1149
495.65,7863069,484.51,496.92,482.31,1150
480.45,7746247,468.77,487.17,467.54,1151
477.58,7722034,491.13,491.90,472.02,1152
489.82,6954078,492.19,497.20,487.20,1153
490.10,9127218,506.00,506.22,488.61,1154
502.41,11940310,489.14,504.50,484.20,1155
492.99,24991350,494.87,503.59,484.14,1156
527.39,24498990,526.48,535.54,504.36,1157
523.26,10066650,516.30,529.00,510.18,1158
524.88,15083300,517.08,525.50,490.49,1159
525.50,18399020,567.98,575.37,520.96,1160
548.73,21605590,519.73,555.88,511.28,1161
507.76,5840541,508.40,510.00,495.78,1162
502.78,5691682,498.58,505.10,493.81,1163
493.16,5669870,497.31,504.82,490.83,1164
493.81,7838990,480.77,499.50,479.80,1165
476.89,6351485,485.64,492.28,475.53,1166
485.64,9705870,454.00,488.23,454.00,1167
455.04,4198545,450.02,457.59,447.00,1168
447.24,4843978,445.23,447.67,432.14,1169
443.40,6804726,466.39,468.03,442.24,1170
465.91,4134513,458.86,467.01,454.00,1171
457.85,4826191,468.54,472.36,454.00,1172
466.26,5948436,466.50,474.01,464.50,1173
468.04,6272105,455.01,468.59,454.21,1174
453.72,5933651,449.12,453.97,445.60,1175
449.87,4277627,448.73,452.76,442.80,1176
447.77,6529568,441.82,450.46,439.22,1177
436.13,5514016,425.76,437.96,425.18,1178
425.50,4471499,421.40,426.49,415.42,1179
418.07,6461127,429.00,434.06,412.45,1180
425.56,7462868,428.20,445.57,424.16,1181
434.48,4896893,436.00,439.69,430.55,1182
434.05,6796999,421.65,434.73,420.31,1183
419.49,5851453,416.00,420.80,406.50,1184
419.60,5099561,407.29,420.24,404.25,1185
414.33,5410529,422.39,428.71,410.03,1186
421.97,4316044,426.95,427.10,418.05,1187
427.31,3494801,425.87,427.59,419.46,1188
425.92,3748573,418.83,426.72,415.98,1189
419.73,5270484,417.46,420.30,411.85,1190
413.44,5660160,417.24,422.37,411.50,1191
419.89,10446340,410.38,420.02,397.86,1192
414.77,7881115,427.77,428.50,413.14,1193
429.32,5422334,437.00,439.09,427.18,1194
436.25,9117325,448.56,448.96,430.25,1195
447.67,5607257,454.25,455.81,444.00,1196
451.04,4810487,453.40,458.97,450.47,1197
452.58,7780309,451.16,456.36,443.35,1198
454.19,7243998,440.70,455.00,437.51,1199
441.95,9007467,444.90,452.38,432.82,1200
438.27,7014563,435.69,447.00,427.27,1201
431.82,4598211,442.00,444.17,431.36,1202
440.52,5486037,436.33,444.89,435.56,1203
435.55,5054308,434.14,442.00,433.64,1204
436.53,5650281,436.89,438.88,430.66,1205
434.26,6660737,429.30,439.77,426.39,1206
424.68,6286293,427.56,431.00,421.56,1207
428.15,7799058,417.78,428.54,414.87,1208
415.27,8299858,415.10,427.97,411.73,1209
419.85,7953975,410.31,424.44,408.00,1210
411.89,9693137,399.53,415.86,393.60,1211
403.83,10101230,419.99,421.00,402.91,1212
421.38,6277480,425.00,429.00,420.84,1213
424.99,8670362,425.00,427.17,415.88,1214
426.70,13952330,419.26,438.41,419.26,1215
421.42,21123770,429.73,433.00,413.00,1216
433.83,23177550,444.77,447.00,425.60,1217
437.49,12655820,435.17,444.49,430.56,1218
422.96,12616260,431.00,432.00,414.70,1219
439.17,16128670,437.00,449.52,431.61,1220
426.75,13561220,413.00,434.98,412.25,1221
413.55,11580980,397.50,417.82,394.85,1222
396.72,11692920,371.31,400.51,367.70,1223
370.72,7711296,371.06,372.10,363.03,1224
371.12,6908879,374.01,378.39,368.31,1225
372.28,7046438,380.00,381.33,369.34,1226
379.96,8183921,365.22,380.29,361.71,1227
361.76,4860768,367.47,370.90,357.51,1228
370.08,4592477,364.08,370.99,360.06,1229
364.08,6672454,376.05,380.23,361.02,1230
375.50,9366464,367.93,383.01,366.44,1231
370.96,8621964,363.00,377.80,361.17,1232
357.12,7948775,359.09,368.56,353.00,1233
362.99,7235016,344.00,363.84,341.73,1234
342.39,8767171,361.02,362.00,339.17,1235
357.32,11638680,369.99,372.93,353.03,1236
360.27,13449380,347.89,366.11,340.88,1237
332.83,10853850,342.31,350.49,332.00,1238
332.03,10615960,324.33,348.51,316.82,1239
315.47,12593650,302.40,331.58,300.00,1240
319.75,10013910,306.19,322.90,290.25,1241
298.84,10559940,306.63,334.35,294.75,1242
336.30,9458197,330.51,336.42,307.39,1243
315.25,12071590,326.50,335.72,307.32,1244
349.92,6058782,358.92,362.98,344.79,1245
364.13,7604444,356.43,364.54,347.85,1246
346.49,7405458,343.86,357.47,341.72,1247
368.97,8147165,367.70,371.31,356.85,1248
372.78,8746985,381.00,391.40,368.64,1249
383.79,5487340,377.77,384.01,370.51,1250
368.77,8364623,381.03,393.52,367.40,1251
381.05,6997891,373.11,381.36,364.50,1252
369.03,11178570,364.21,376.77,356.80,1253
371.71,10967700,371.46,391.56,370.60,1254
379.24,8961126,366.31,382.00,365.00,1255
360.09,6481243,372.00,375.65,357.72,1256
368.70,6936418,364.76,372.82,361.00,1257
